
# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:57:36        0       916    421.00      0.00  749320   38692   1.90      0.10    897.60      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:57:46        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:57:46        0       693    468.20      0.00  827872   61036   3.00      0.00      1.60      0.00       7  process2
20:57:46        0       720    213.10      0.00 2266688  339852  16.71      0.00    114.80      0.00       0  process3
20:57:46        0       737      0.60      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:57:46        0       790    334.60      0.00 1250960   34752   1.71      0.00      6.00      0.00       2  process5
20:57:46        0       808      0.60      0.00  662096   27144   1.33      0.00      2.80      0.00       0  process6
20:57:46        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
20:57:46        0       848    323.30      0.00  611324   71440   3.51      0.00      0.00      0.00       0  process8
20:57:46        0       863    521.00      0.00 2109508   93084   4.58      0.00      2.40      0.00       0  process9
20:57:46        0       916    267.30      0.00  749320   46000   2.26      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:57:56        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:57:56        0       693    408.60      0.00  827876   66304   3.26      0.00      2.00     30.00      0  process2
20:57:56        0       720    224.40      0.00 2266688  345724  17.00      0.00    114.40      0.00       0  process3
20:57:56        0       737      0.70      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:57:56        0       790    353.60      0.00 1250960   34800   1.71      0.00      6.80      0.00       4  process5
20:57:56        0       808    125.80      0.00  662096   28208   1.39      0.00      7.60      0.00       0  process6
20:57:56        0       837      1.20      0.00  326748   20844   1.03      0.00      0.40      0.00       0  process7
20:57:56        0       848    227.20      0.00  611324   76452   3.76      0.00      0.00      0.00       0  process8
20:57:56        0       863    516.90      0.00 2109508   98508   4.84      0.00      2.40      0.00       0  process9
20:57:56        0       916    271.20      0.00  749320   56596   2.78      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:58:06        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:58:06        0       693    294.30      0.00  827876   67872   3.34      0.00      2.40      0.00       0  process2
20:58:06        0       720     47.20      0.00 2266688  347572  17.09      0.00    114.80      0.00       0  process3
20:58:06        0       737      0.50      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:58:06        0       790    335.50      0.00 1250960   34852   1.71      0.00      5.60      0.00       0  process5
20:58:06        0       808     90.60      0.00  662096   28208   1.39      0.00      1.60      0.00       0  process6
20:58:06        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
20:58:06        0       848    141.70      0.00  611324   76412   3.76      0.00      0.00      0.00       0  process8
20:58:06        0       863    318.10      0.00 2109508   98552   4.85      0.00      2.00      0.00       0  process9
20:58:06        0       916    375.90      0.00  749320   60104   2.96      0.30   2788.80      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:58:16        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:58:16        0       693    278.10      0.00  827872   69068   3.40      0.00      1.60      0.00       0  process2
20:58:16        0       720     28.10      0.50 2266688  348628  17.15     60.90    114.00      0.00       0  process3
20:58:16        0       737      0.70      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:58:16        0       790    327.00      0.00 1250960   34860   1.71      0.00      6.00      0.00       0  process5
20:58:16        0       808     45.30      0.00  662096   28208   1.39      0.00      2.00      0.00       0  process6
20:58:16        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
20:58:16        0       848    100.50      0.00  611324   76676   3.77      0.00      0.00      0.00       0  process8
20:58:16        0       863    282.40      0.00 2109508   98788   4.86      0.00      2.40      0.00       0  process9
20:58:16        0       916    274.70      0.00  749320   60112   2.96      0.00      0.80      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:58:26        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:58:26        0       693    197.80      0.00  828152   69632   3.42      0.00      1.60      0.00       0  process2
20:58:26        0       720     85.50      0.00 2269728  351796  17.30      0.00    114.40      0.00       0  process3
20:58:26        0       737      0.50      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:58:26        0       790    359.40      0.00 1250960   34912   1.72      0.00      6.00      0.00       0  process5
20:58:26        0       808     97.90      0.00  662096   28268   1.39      0.80     12.00      0.00       0  process6
20:58:26        0       837      1.20      0.00  326748   20844   1.03      0.00      0.40      0.00       0  process7
20:58:26        0       848     76.90      0.00  611324   77256   3.80      0.00      0.00      0.00       0  process8
20:58:26        0       863    315.90      0.00 2109508   99472   4.89      0.00      2.00      0.00       0  process9
20:58:26        0       916    268.40      0.00  749320   60124   2.96      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:58:36        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:58:36        0       693    218.30      0.00  827864   69900   3.44      0.00      2.00      0.00       0  process2
20:58:36        0       720     11.40      0.00 2269728  352324  17.33      0.00    112.80      0.00       0  process3
20:58:36        0       737      0.40      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:58:36        0       790    359.90      0.00 1250960   34944   1.72      0.00      5.60      0.00       0  process5
20:58:36        0       808     91.70      0.00  662096   28268   1.39      0.00      1.60      0.00       0  process6
20:58:36        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
20:58:36        0       848     86.50      0.00  611324   77028   3.79      0.00      0.00      0.00       0  process8
20:58:36        0       863    273.70      0.00 2109508   99256   4.88      0.00      2.40      0.00       0  process9
20:58:36        0       916    265.60      0.00  749320   68552   3.37      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:58:46        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:58:46        0       693    259.80      0.00  827872   69700   3.43      0.00      1.60      0.00       0  process2
20:58:46        0       720      8.60      0.00 2269728  352588  17.34      0.00    114.40      0.00       0  process3
20:58:46        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:58:46        0       790    330.60      0.00 1250960   34956   1.72      0.00      6.40      0.00       0  process5
20:58:46        0       808     91.40      0.00  662096   28268   1.39      0.00      2.00      0.00       0  process6
20:58:46        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
20:58:46        0       848     98.20      0.00  611324   77624   3.82      0.00      0.00      0.00       0  process8
20:58:46        0       863    268.50      0.00 2109508   99852   4.91      0.00      2.40      0.00       0  process9
20:58:46        0       916    265.70      0.00  749320   78344   3.85      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:58:56        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:58:56        0       693    274.20      0.00  827880   70072   3.45      0.00      2.00      0.00       9  process2
20:58:56        0       720     11.10      0.00 2269728  353116  17.37      0.00    114.40      0.00       0  process3
20:58:56        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:58:56        0       790    337.50      0.00 1250960   34972   1.72      0.00      5.60      0.00       0  process5
20:58:56        0       808     89.60      0.00  662096   29848   1.47      0.00      2.80      0.00       0  process6
20:58:56        0       837      1.20      0.00  326748   20844   1.03      0.00      0.40      0.00       0  process7
20:58:56        0       848    124.10      0.00  611324   77856   3.83      0.00      0.00      0.00       0  process8
20:58:56        0       863    265.50      0.00 2109508  100080   4.92      0.00      2.40      0.00       0  process9
20:58:56        0       916    273.30      0.00  749320   88604   4.36      0.00      0.80      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:59:06        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:59:06        0       693    222.50      0.00  827896   70724   3.48      0.00      2.40      0.00       19  process2
20:59:06        0       720      8.00      0.00 2269728  354376  17.43      0.00    115.20      0.00       0  process3
20:59:06        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:59:06        0       790    334.80      0.00 1250960   34972   1.72      0.00      5.60      0.00       0  process5
20:59:06        0       808     47.50      0.00  662096   28268   1.39      0.00      2.80      0.00       0  process6
20:59:06        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
20:59:06        0       848    105.70      0.00  611324   77484   3.81      0.00      0.00      0.00       0  process8
20:59:06        0       863    324.70      0.00 2109508   99720   4.90      0.00      2.00      0.00       0  process9
20:59:06        0       916    304.90      0.00  749320   92352   4.54      0.60   5848.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:59:16        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:59:16        0       693    250.40      0.00  827904   71276   3.51      0.00      2.80      0.00       0  process2
20:59:16        0       720     28.40      0.00 2269728  355048  17.46      0.00    114.80      0.00       0  process3
20:59:16        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:59:16        0       790    356.50      0.00 1250960   34976   1.72      0.00      6.40      0.00       0  process5
20:59:16        0       808     91.40      0.00  662096   28268   1.39      0.00      2.00      0.00       0  process6
20:59:16        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
20:59:16        0       848    122.00      0.00  611324   78348   3.85      0.00      0.00      0.00       0  process8
20:59:16        0       863    294.10      0.00 2109508  100536   4.94      0.00      2.40      0.00       0  process9
20:59:16        0       916    439.30      0.00  749320   92360   4.54      0.10    122.80      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:59:26        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:59:26        0       693    266.00      0.00  827908   71676   3.53      0.00      1.60      0.00       0  process2
20:59:26        0       720     16.90      0.00 2269728  355352  17.48      0.00    112.80      0.00       0  process3
20:59:26        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:59:26        0       790    352.00      0.00 1250960   34976   1.72      0.00      5.60      0.00       0  process5
20:59:26        0       808     97.80      0.00  662096   28300   1.39      0.00     11.20      0.00       0  process6
20:59:26        0       837      1.20      0.00  326748   20844   1.03      0.00      0.40      0.00       0  process7
20:59:26        0       848    118.90      0.00  611324   78832   3.88      0.00      0.00      0.00       0  process8
20:59:26        0       863    377.30      0.00 2109508  101124   4.97      0.00      2.00      0.00       0  process9
20:59:26        0       916    268.80      0.00  749320   92360   4.54      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:59:36        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:59:36        0       693    269.40      0.00  827908   71976   3.54      0.00      2.00      0.00       0  process2
20:59:36        0       720     23.20      0.00 2269728  356036  17.51      0.00    114.00      0.00       0  process3
20:59:36        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:59:36        0       790    350.80      0.00 1250960   34976   1.72      0.00      5.60      0.00       0  process5
20:59:36        0       808     92.70      0.00  662096   28292   1.39      0.00      2.00      0.00       0  process6
20:59:36        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
20:59:36        0       848    102.30      0.00  611324   78676   3.87      0.00      0.00      0.00       0  process8
20:59:36        0       863    312.40      0.00 2109508  101092   4.97      0.00      2.00      0.00       0  process9
20:59:36        0       916    276.20      0.00  749320   92360   4.54      0.00      0.80      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:59:46        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:59:46        0       693    256.90      0.00  827896   71920   3.54      0.00      2.00      0.00       0  process2
20:59:46        0       720     15.40      0.00 2269728  356172  17.52      0.00    114.80      0.00       0  process3
20:59:46        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:59:46        0       790    334.80      0.00 1250960   34976   1.72      0.00      6.80      0.00       0  process5
20:59:46        0       808     46.20      0.00  662096   28292   1.39      0.00      2.00      0.00       0  process6
20:59:46        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
20:59:46        0       848    129.30      0.00  611324   78804   3.88      0.00      0.00      0.00       0  process8
20:59:46        0       863    331.40      0.00 2109508  101120   4.97      0.00      2.80      0.00       0  process9
20:59:46        0       916    266.20      0.00  749320   92364   4.54      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
20:59:56        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
20:59:56        0       693    253.10      0.00  827892   72268   3.55      0.00      1.60      0.00       0  process2
20:59:56        0       720     86.40      0.00 2272768  358948  17.65      0.00    114.80      0.00       0  process3
20:59:56        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
20:59:56        0       790    341.10      0.00 1250960   34984   1.72      0.40      4.80      0.00       10  process5
20:59:56        0       808     92.20      0.00  662096   28292   1.39      0.00      1.60      0.00       0  process6
20:59:56        0       837      1.20      0.00  326748   20844   1.03      0.00      0.40      0.00       0  process7
20:59:56        0       848    126.40      0.00  611324   78868   3.88      0.00      0.00      0.00       0  process8
20:59:56        0       863    298.40      0.00 2109508  101184   4.98      0.00      2.40      0.00       0  process9
20:59:56        0       916    267.70      0.00  749320   92364   4.54      0.00      0.80      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:00:06        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:00:06        0       693    257.90      0.00  827904   72356   3.56      0.00      1.60      0.00       0  process2
21:00:06        0       720     26.50      0.00 2272768  359688  17.69      0.00    115.20      0.00       0  process3
21:00:06        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:00:06        0       790    362.90      0.00 1250960   34984   1.72      0.00      5.60      0.00       0  process5
21:00:06        0       808     92.00      0.00  662096   28292   1.39      0.00      2.40      0.00       0  process6
21:00:06        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
21:00:06        0       848    165.70      0.00  611324   79032   3.89      0.00      0.00      0.00       0  process8
21:00:06        0       863    324.20      0.00 2109508  101348   4.98      0.00      1.60      0.00       0  process9
21:00:06        0       916    484.00      0.00  749320   92456   4.55      5.10   5980.80      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:00:16        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:00:16        0       693    257.10      0.00  827888   72392   3.56      0.00      2.40      0.00       0  process2
21:00:16        0       720      2.20      0.00 2272768  359688  17.69      0.00    112.00      0.00       0  process3
21:00:16        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:00:16        0       790    330.10      0.00 1250960   34988   1.72      0.00      5.20      0.00       0  process5
21:00:16        0       808     92.00      0.00  662096   28292   1.39      0.00      2.40      0.00       0  process6
21:00:16        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
21:00:16        0       848    152.30      0.00  611324   79100   3.89      0.00      0.00      0.00       0  process8
21:00:16        0       863    370.00      0.00 2109508  101416   4.99      0.00      2.40      0.00       0  process9
21:00:16        0       916    276.50      0.00  749320   92456   4.55      0.00      0.80      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:00:26        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:00:26        0       693    257.00      0.00  827896   72348   3.56      0.00      2.00      0.00       0  process2
21:00:26        0       720     76.40      0.00 2272768  359668  17.69      0.00    114.80      0.00       0  process3
21:00:26        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:00:26        0       790    349.20      0.00 1250960   34988   1.72      0.00      5.20      0.00       0  process5
21:00:26        0       808     94.10      0.00  662096   28308   1.39      0.00      8.80      0.00       0  process6
21:00:26        0       837      1.20      0.00  326748   20844   1.03      0.00      0.40      0.00       0  process7
21:00:26        0       848    146.30      0.00  611324   79100   3.89      0.00      0.00      0.00       0  process8
21:00:26        0       863    411.10      0.00 2109508  101440   4.99      0.00      1.60      0.00       0  process9
21:00:26        0       916    271.70      0.00  749320   92456   4.55      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:00:36        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:00:36        0       693    191.60      0.00  828164   72700   3.58      0.00      2.00      0.00       0  process2
21:00:36        0       720      6.20      0.00 2272768  359932  17.70      0.00    114.00      0.00       0  process3
21:00:36        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:00:36        0       790    365.60      0.00 1250960   34992   1.72      0.00      6.00      0.00       0  process5
21:00:36        0       808     49.80      0.00  662096   28312   1.39      0.00      4.40      0.00       0  process6
21:00:36        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
21:00:36        0       848    154.00      0.00  611324   79204   3.90      0.00      0.00      0.00       0  process8
21:00:36        0       863    320.00      0.00 2109508  101448   4.99      0.00      2.40      0.00       0  process9
21:00:36        0       916    268.30      0.00  749320   92456   4.55      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:00:46        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:00:46        0       693    155.40      0.00  828164   72668   3.57      0.00      1.20      0.00       0  process2
21:00:46        0       720      1.60      0.00 2272768  359932  17.70      0.00    115.20      0.00       0  process3
21:00:46        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:00:46        0       790    332.50      0.00 1250960   34992   1.72      0.00      6.00      0.00       0  process5
21:00:46        0       808     91.40      0.00  662096   28312   1.39      0.00      2.00      0.00       0  process6
21:00:46        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
21:00:46        0       848    128.60      0.00  611324   79140   3.89      0.00      0.00      0.00       0  process8
21:00:46        0       863    280.40      0.00 2109508  101480   4.99      0.00      2.40      0.00       0  process9
21:00:46        0       916    267.80      0.00  749320   92456   4.55      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:00:56        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:00:56        0       693    156.40      0.00  828164   72708   3.58      0.00      2.00      0.00       0  process2
21:00:56        0       720      1.00      0.00 2272768  359932  17.70      0.00    114.80      0.00       0  process3
21:00:56        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:00:56        0       790    375.20      0.00 1250960   34996   1.72      0.00      6.00      0.00       0  process5
21:00:56        0       808     91.40      0.00  662096   28312   1.39      0.00      2.00      0.00       0  process6
21:00:56        0       837      1.20      0.00  326748   20844   1.03      0.00      0.40      0.00       0  process7
21:00:56        0       848    110.20      0.00  611324   79600   3.91      0.00      0.00      0.00       0  process8
21:00:56        0       863    350.20      0.00 2109508  101996   5.02      0.00      2.00      0.00       0  process9
21:00:56        0       916    271.70      0.00  749320   92456   4.55      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:01:06        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:01:06        0       693    153.00      0.00  828164   72780   3.58      0.00      2.00      0.00       0  process2
21:01:06        0       720      1.40      0.00 2272768  359932  17.70      0.00    115.20      0.00       0  process3
21:01:06        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:01:06        0       790    337.20      0.00 1250960   34996   1.72      0.00      6.40      0.00       0  process5
21:01:06        0       808     91.40      0.00  662096   28312   1.39      0.00      2.40      0.00       0  process6
21:01:06        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
21:01:06        0       848    139.70      0.00  611324   79208   3.90      0.00      0.00      0.00       0  process8
21:01:06        0       863    301.80      0.00 2109508  101548   4.99      0.00      2.40      0.00       0  process9
21:01:06        0       916    487.50      0.00  749320   92460   4.55      0.60   5970.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:01:16        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:01:16        0       693    145.10      0.00  828164   72824   3.58      0.00      2.80      0.00       0  process2
21:01:16        0       720      0.60      0.00 2272768  359932  17.70      0.00    112.40      0.00       0  process3
21:01:16        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:01:16        0       790    338.00      0.00 1250960   34996   1.72      0.00      5.60      0.00       0  process5
21:01:16        0       808     91.40      0.00  662096   28312   1.39      0.00      2.00      0.00       0  process6
21:01:16        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
21:01:16        0       848    148.00      0.00  611324   79304   3.90      0.00      0.00      0.00       0  process8
21:01:16        0       863    322.20      0.00 2109508  101552   4.99      0.00      2.40      0.00       0  process9
21:01:16        0       916    270.00      0.00  749320   92460   4.55      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:01:26        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:01:26        0       693    149.00      0.00  828164   72936   3.59      0.00      1.20      0.00       0  process2
21:01:26        0       720      0.50      0.00 2272768  359932  17.70      0.00    115.20      0.00       0  process3
21:01:26        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:01:26        0       790    339.50      0.00 1250960   34996   1.72      0.00      6.00      0.00       0  process5
21:01:26        0       808     51.50      0.00  662096   28320   1.39      0.00     12.80      0.00       0  process6
21:01:26        0       837      1.20      0.00  326748   20844   1.03      0.00      0.40      0.00       0  process7
21:01:26        0       848    150.90      0.00  611324   79212   3.90      0.00      0.00      0.00       0  process8
21:01:26        0       863    456.40      0.00 2109508  101692   5.00      0.00      2.00      0.00       0  process9
21:01:26        0       916    269.40      0.00  749320   92460   4.55      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:01:36        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:01:36        0       693    149.20      0.00  828164   73040   3.59      0.00      2.00      0.00       0  process2
21:01:36        0       720      8.20      0.00 2272768  360420  17.73      0.00    114.00      0.00       0  process3
21:01:36        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:01:36        0       790    376.70      0.00 1250960   34996   1.72      0.00      6.00      0.00       0  process5
21:01:36        0       808     92.10      0.00  662096   28320   1.39      0.00      2.40      0.00       0  process6
21:01:36        0       837      0.00      0.00  326748   20844   1.03      0.00      0.00      0.00       0  process7
21:01:36        0       848    127.40      0.00  611324   79212   3.90      0.00      0.00      0.00       0  process8
21:01:36        0       863    316.50      0.00 2109508  101596   5.00      0.00      2.40      0.00       0  process9
21:01:36        0       916    274.50      0.00  749320   92460   4.55      0.00      0.40      0.00       0  process10

# Time        UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
21:01:46        0       613      0.00      0.00  309536   10548   0.52      0.00      0.00      0.00       0  process1
21:01:46        0       693    148.80      0.00  828164   72896   3.59      0.00      1.60      0.00       0  process2
21:01:46        0       720      4.20      0.00 2272768  359532  17.68      0.00    114.80      0.00       0  process3
21:01:46        0       737      0.00      0.00 1099716   27484   1.35      0.00      0.00      0.00       0  process4
21:01:46        0       790    305.90      0.00 1250960   34996   1.72      0.00      4.80      0.00       0  process5
